CreationDate,Creator,Date_of_Movement,EditDate,Editor,Fault_Slip_Measurement_Type,Feature_Origin,GlobalID,Heave_cm,Heave_max_cm,Heave_min_cm,Horizontal_Separation_Max_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_cm,Local_Fault_Azimuth_Degrees,Local_Fault_Dip,Mode_Observation,Net_Slip_Max_cm,Net_Slip_Min_cm,Net_Slip_Preferred_cm,Notes,OBJECTID,Plunge,Rupture_Expression,Rupture_Width_Max_m,Rupture_Width_Min_m,Rupture_Width_m,Scarp_Facing_Direction,Slip_Azimuth,Slip_Offset_Feature_Notes,Slip_Sense,Station_ID,VM_Slip_Azimuth,Vector_Offset_Feature_Notes,Vertical_Separation_Max_cm,Vertical_Separation_Min_cm,Vertical_Separation_cm,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_comp_offset,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_photo,_source,_team,_team_id,_trace,_vert_slip_type
,Brossy,2014:08:25,,,,Tectonic,,2-4*,,,,,,,,,,,,Source: Napa 2014; Discontinuous ground cracks observed in vineyard; ~6 m long and ~2-4 cm wide.,551,,,,,,,,,,598.0,,,,,,,,,,,,,,38.28686246,-122.326098,,,Soil,38.28688431,-122.3260803,Y,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,2-4*,,,,,,,,,,,,Source: Napa 2014; Discontinuous ground cracks observed in vineyard; ~6 m long and ~2-4 cm wide.,552,,,,,,,,,,599.0,,,,,,,,,,,,,,38.28708759,-122.3263233,,,Soil,38.28707886,-122.3263016,N,,,,C,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,553,,,,,,,,,,600.0,,,,,,,,,,,,,,38.28734518,-122.3265459,,,Curb/Sidewalk,38.28731155,-122.3265533,Y,,,,C,
,Holzer,2014:08:24,,,,Tectonic,,,,,,,3.2-4.3**,294**,,,,,,Source: Napa 2014; Thompson Rd: 3-4 cm right-lateral of centerline.,554,,,,,,,,,RL,601.0,,,,,,,,,,,,,,38.28784667,-122.3270014,,,Pavement,38.28784943,-122.3269882,Y,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,,,,,,4.3-5.4**,294**,,,,,,"Source: Napa 2014; Cracking parallel and perpendicular to paved road surface, buckling of road surface as well. Apparent right-lateral separation of western margin of center line ~ 4cm; eastern margin of center line ~5 cm.",555,,,,,,,,,RL,602.0,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",,,,38.28784667,-122.3270014,,,Pavement,38.28784943,-122.3270111,Y,,,,C,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,5*,,,,,,,Source: Napa 2014; Thompson road. 5 cm right-lateral on centerline.,556,,,,,,,,,RL,603.0,,,,,,,,,,,,,,38.28784667,-122.3270014,,,Pavement,38.28772736,-122.3271255,Y,,,,C,
,Wells,2014:08:26,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,557,,,,,,,,,,604.0,,,,,,,,,,,,,,38.28784667,-122.3270014,,,Pavement,38.28784561,-122.3269882,Y,,,,C,
,Wells,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,558,,,,,,,,,,605.0,,,,,,,,,,,,,,38.28784667,-122.3270014,,,Pavement,38.28783417,-122.3269806,Y,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,,,,,,3-5*,345-350,,,,,,"Source: Napa 2014; Pervasive, on-strike en echelon ground cracking, 3-5 cm lateral, 7-8 cm vertical. Overall strike of features is 345-350 degrees. azimuth, some variation among individual cracks between 345 and 15 degrees. Compiler note: uptrhown side inferred from photo.",559,,,,,,E,,,RL,606.0,,,,,7-8*,,,,,,,,,38.28849631,-122.3273988,,,Soil,38.28847885,-122.3274307,Y,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,,,,,,3-5*,345-350,,,,,,"Source: Napa 2014; Pervasive, on-strike en echelon ground cracking, 3-5 cm lateral, 7-8 cm vertical. Overall strike of features is 345-350 degrees azimuth; some variation among individual cracks between 345 and 15 degrees.",560,,,,,,not reported,,,RL,607.0,,,,,7-8*,,,,,,,,,38.28873902,-122.3274952,,,Soil,38.28873444,-122.3274841,N,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,,,,,,3-5*,345-350,,,,,,"Source: Napa 2014; Pervasive, on-strike en echelon ground cracking, 3-5 cm lateral, 7-8 cm vertical (maximum). Overall strike of features is 345-350 degrees azimuth, some variation among individual cracks between 345 and 15 degrees. Compiler note: upthrown side inferred from photo.",561,,,,,,W,,,RL,608.0,,,,,7-8*,,,,,,,,,38.28897566,-122.3275735,,,Soil,38.28899384,-122.3275986,Y,,,,C,
,Brossy,2014:08:25,,,,Tectonic,,,,,,,2.5-4.5*,345-350,,,,,,"Source: Napa 2014; Left-stepping en echelon cracks, displacements measured an average of 3-5 cm +/- 1cm lateral, with up to 7-8 cm +/- 1 cm vertical. Overall strike of features is 345-350 degrees azimuth; some variation among individual cracks between 345 and 15 degrees. Cracks range from 3 - 12 meters in length  Compiler note: upthrown side inferred from photo.",562,,,,,,W,,,RL,609.0,,,,,7-8 +/- 1*,,,,,,,,,38.28951002,-122.3276969,,,Soil,38.289505,-122.3276825,Y,,,,C,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Cracks in gravel driveway no consistent tectonic indicators. Not observed off of driveway. May be related to water line break.,563,,,,,,,,,,610.0,,,,,,,,,,,,,,38.29008459,-122.328113,,,Soil,38.29001236,-122.3280792,Y,,,,C,
,Hecker,2014:09:12,,,,Tectonic,,1-3*,,,,,,309,,,,,,"Source: Napa 2014; ~5-m-wide zone of three or more left-stepping extensional (1-3 cm opening) cracks crossing vineyard dirt road adjacent to property-line fence. Fractures appear to continue to the south. Fault trend 309. ~5 cm of vertical separation on one crack, down to east (upslope-side down).",564,,,,,,W,,,RL,611.0,,,,,5*,,,,,,,,,38.29888814,-122.3340142,,,Soil,38.29889297,-122.3340073,Y,,,,C,
,Hecker,2014:09:12,,,,Tectonic,,,,,,,,325,,,,,,Source: Napa 2014; One main crack plus 1-2 minor cracks where it crosses transverse dirt road. Zone here appears to step left 5 m or so onto adjacent property where fracture is visible on other side of fence (limited view). Fault trend 323-325.,565,,,,,,,,,,612.0,,,,,,,,,,,,,,38.29908087,-122.3342185,,,Soil,38.2992363,-122.3342438,Y,,,,C,
,Morelan/Trexler,2014:08:24,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; Site name: round_hill - Measurement: None - Measurement azimuth: None - Feature azimuth: None - Displacement sense: None; buckling and broken water main.,566,,,,,,,,,,613.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.30361675,-122.3370341,,,Pavement,38.30361176,-122.3370209,Y,,,,C,
,Rubin,2014:08:27,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; Location of reported rupture. Many pre-existing cracks in street and curb. No obvious throughgoing pattern. No clear evidence of rupture here or elsewhere on Round Hill Circle.,567,,,,,,,,,,614.0,,,,,,,,,,,,,,38.30379604,-122.337057,,,Pavement,38.30379105,-122.3370438,N,,,,C,
,Lancaster,2014:08:26,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,568,,,,,,,,,,615.0,,,,,,,,,,,,,,38.30410122,-122.3372325,,,Pavement,38.30409622,-122.3372192,Y,,,,C,
,Seitz,2014:09:01,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; Extensional cracks roughly along the trend of the fault zone to the north.,569,,,,,,,,,,616.0,,,,,,,,,,,,,,38.30452846,-122.3354396,,,Curb/Sidewalk,38.30452347,-122.3354263,N,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Browns Valley Road. Right-lateral deflection in wood fence, over wide zone.",570,,,,,,,,,RL,617.0,,,,,,,,,,,,,,38.30547069,-122.3370036,,,Wall/Fence,38.30599976,-122.336998,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,571,,,,,,,,,,618.0,,,,,,,,,,,,,,38.30547069,-122.3370036,,,Pavement,38.30542755,-122.3369751,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Photo of RL rupture across Browns Valley Road.,572,,,,,,,,,,619.0,,,,,,,,,,,,,,38.30550652,-122.3370237,,,Pavement,38.30551529,-122.3370438,Y,,,,C,
,Brooks,2014:08:24,,,,Tectonic,,,,,,,5.0**,348**,,,,,,Source: Napa 2014; Browns Valley Rd.; ~5 cm right-lateral displacement of pavement.,573,,,,,,,,,RL,620.0,,,,,,,,,,,,,,38.30554075,-122.3370513,,,Pavement,38.30559158,-122.3369751,Y,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,574,,,,,,,,,,621.0,,,,,,,,,,,,,,38.30554075,-122.3370513,,,Pavement,38.30552673,-122.3371964,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,575,,,,,,,,,,622.0,,,,,,,,,,,,,,38.30554075,-122.3370513,,,Pavement,38.30555725,-122.3370514,Y,,,,C,
,Holzer,2014:08:24,,,,Tectonic,,,,,,,7.0**,348**,,,,,,Source: Napa 2014; Browns Valley Rd: 7 cm right-lateral offset of center stripe.,576,,,,,,,,,RL,623.0,,,,,,,,,,,,,,38.30554075,-122.3370513,,,Pavement,38.30553818,-122.3370209,Y,,,,C,
,Seitz,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; New pavement is crack free after being repaired post-quake.,577,,,,,,,,,,624.0,,,,,,,,,,,,,,38.30554075,-122.3370513,,,Pavement,38.30547714,-122.3370209,N,,,,C,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,3,40,,,,,,Source: Napa 2014; Site name: browns_valley - Measurement: 3 cm - Measurement azimuth: 40 - Feature azimuth: None - Displacement sense: RL; water main broken; from photo.,578,,,,,,,,,RL,625.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.30556911,-122.3370319,,,Pavement,38.30556488,-122.3370056,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,579,,,,,,,,,,626.0,,,,,,,,,,,,,,38.30556911,-122.3370319,,,Pavement,38.30557251,-122.3370056,Y,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Browns Valley Road. looking east.,580,,,,,,,,,,627.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30559921,-122.3370972,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,581,,,,,,,,,,628.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30565643,-122.3373795,Y,,,,C,
,Holzer,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,582,,,,,,,,,,629.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30561066,-122.337059,Y,,,,C,
,Rubin,2014:08:27,,,,Tectonic,,,,,,,5-6*,,,,,,,Source: Napa 2014; 5-6 cm right-lateral offset measured in three cement joints in driveway. North side of road.,583,,,,,,,,,RL,630.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30565643,-122.3370438,N,,,,C,
,Wells,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,584,,,,,,,,,,631.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30559158,-122.3370667,Y,,,,C,
,Seitz,2014:09:01,,,,Tectonic,,,,,,,6*,,,,,,,Source: Napa 2014; 6 cm on driveway joint; right-lateral.,585,,,,,,,,,RL,632.0,,,,,,,,,,,,,,38.30560638,-122.3370705,,,Curb/Sidewalk,38.30548477,-122.3370132,Y,,,,C,
,Seitz,2014:08:27,,,,Tectonic,,,,,,,5*,,,,,,,Source: Napa 2014; nan,586,,,,,,,,,RL,633.0,,,,,,,,,,,,,,38.30564569,-122.3370741,,,Curb/Sidewalk,38.30570221,-122.3370438,Y,,,,C,
,Seitz,2014:09:01,,,,Tectonic,,,,,,,5*,,,,,,,Source: Napa 2014; nan,587,,,,,,,,,RL,634.0,,,,,,,,,,,,,,38.30564569,-122.3370741,,,Curb/Sidewalk,38.30570221,-122.3371201,Y,,,,C,
,Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Cracks in pathway.,588,,,,,,,,,,635.0,,,,,,,,,,,,,,38.30599331,-122.3368663,,,Soil,38.30598831,-122.336853,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,589,,,,,,,,,,636.0,,,,,,,,,,,,,,38.30685276,-122.3374998,,,Curb/Sidewalk,38.3068428,-122.3375092,Y,,,,C,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,0.5,,,,,,,Source: Napa 2014; Site name: partrick - Measurement: 0.5 cm - Measurement azimuth: None - Feature azimuth: None - Displacement sense: RL; from photo.,590,,,,,,,,,RL,637.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.3068538,-122.3375153,,,Pavement,38.30685043,-122.3374863,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; More rupture including popped up south sidewalk of Browns Valley Rd. curb.,591,,,,,,,,,,638.0,,,,,,,,,,,,,,38.30689104,-122.3374997,,,Pavement,38.30683136,-122.3375168,Y,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Patrrick Rd. looking north.,592,,,,,,,,,,639.0,,,,,,,,,,,,,,38.30689104,-122.3374997,,,Pavement,38.30680084,-122.3374023,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,593,,,,,,,,,,640.0,,,,,,,,,,,,,,38.30689104,-122.3374997,,,Pavement,38.3068924,-122.3374863,Y,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Partrick Rd. looking east.,594,,,,,,,,,,641.0,,,,,,,,,,,,,,38.3069322,-122.3374816,,,Pavement,38.30690002,-122.3374023,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,"5-10""",,,,,,,"Source: Napa 2014; Surface rupture forming moletrack on asphalt road, tented concrete curb and displaced sidewalk in right-lateral sense on Partrick Road along eastern strand of the surface rupture. Right-lateral offset is on the order of between 5 - 10 cm.",595,,,,,,,,,RL,642.0,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",,,,38.30694746,-122.3374793,,,Curb/Sidewalk,38.30693436,-122.3374634,Y,,,,C,
,Seitz,2014:08:27,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,596,,,,,,,,,,643.0,,,,,,,,,,,,,,38.30696853,-122.3374863,,,Curb/Sidewalk,38.3069191,-122.3374405,Y,,,,C,
,Rubin,2014:08:27,,,,Tectonic,,,,,,,2-4*,,,,,,,"Source: Napa 2014; Offset repaired. Sidewalk panels rotated broadly, no good measurable features. Estimate 2-4 cm.",597,,,,,,,,,RL,644.0,,,,,,,,,,,,,,38.30696853,-122.3374863,,,Curb/Sidewalk,38.30702591,-122.3374252,N,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,598,,,,,,,,,,645.0,,,,,,,,,,,,,,38.30699657,-122.3374385,,,Curb/Sidewalk,38.30699158,-122.3374252,Y,,,,C,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Looking NE, new pool shell appeared undamaged, cracks & separations in new decking.",599,,,,,,,,,,646.0,,,,,,,,,,,,,,38.30703853,-122.3374843,,,Other,38.30699921,-122.3375015,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,600,,,,,,,,,,647.0,,,,,,,,,,,,,,38.30703853,-122.3374843,,,Other,38.30700302,-122.3374863,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,601,,,,,,,,,,648.0,,,,,,,,,,,,,,38.30707287,-122.3374309,,,Wall/Fence,38.30706787,-122.3374176,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,602,,,,,,,,,,649.0,,,,,,,,,,,,,,38.30708812,-122.3375758,,,Wall/Fence,38.30708313,-122.3375626,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,603,,,,,,,,,,650.0,,,,,,,,,,,,,,38.30730556,-122.3372783,,,Curb/Sidewalk,38.30730057,-122.337265,Y,,,,C,
,Rubin/Seitz,2014:08:27,,,,Tectonic,,3.5*,,,,,3.2**,341**,,,,,,Source: Napa 2014; Left-stepping en echelon cracks in street open 3.5 cm. Right-lateral separation on south curb 3 cm. Local left-lateral. Broad Right-lateral deflection of north curb over 5-6 m. Offset in south curb occurs 5.5 m east of crack in street.,604,,,,,,,,,RL,651.0,,,,,,,,,,,,,,38.30732845,-122.3374461,,,Pavement,38.30728912,-122.3377609,Y,,,,C,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,4,10,,,,,,"Source: Napa 2014; Site name: covey - Measurement: 4 cm - Measurement azimuth: 10 - Feature azimuth: 30 - Displacement sense: RL. Crack across road. (Compiler note: Values above come from summary spreadsheet provided. Publication (Morelan and others, 2015) reports that no measurement was taken.",605,,,,,,,,,RL,652.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.30736679,-122.3376025,,,Pavement,38.3073616,-122.3375702,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,606,,,,,,,,,,653.0,,,,,,,,,,,,,,38.30736679,-122.3376025,,,Pavement,38.30736542,-122.3375854,Y,,,,C,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; House where rupture goes through. Chimney damage across street.,607,,,,,,,,,,654.0,,,,,,,,,,,,,,38.30736679,-122.3376025,,,Pavement,38.30729294,-122.3373337,N,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,4*,,,,,,,Source: Napa 2014; Covey Ct. rupture.,608,,,,,,,,,RL,655.0,,,,,,,,,,,,,,38.30739861,-122.3375895,,,Curb/Sidewalk,38.30739594,-122.3375549,Y,,,,C,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,609,,,,,,,,,,656.0,,,,,,,,,,,,,,38.30743145,-122.3378352,,,Curb/Sidewalk,38.30742645,-122.337822,Y,,,,C,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,610,,,,,,,,,,657.0,,,,,,,,,,,,,,38.30811046,-122.3376674,,,Curb/Sidewalk,38.30810547,-122.3376541,Y,,,,C,
,Seitz,2014:08:27,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,611,,,,,,,,,,658.0,,,,,,,,,,,,,,38.3081318,-122.3378193,,,Pavement,38.30815125,-122.3377686,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Photo of rupture crossing Ellen Wy, view south.",612,,,,,,,,,,659.0,,,,,,,,,,,,,,38.30819702,-122.3378034,,,Pavement,38.30819702,-122.3378525,Y,,,,C,
,Seitz/Rubin,2014:08:27,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Left-stepping cracks 5-6 m apart. No measurable or observed offsets.,613,,,,,,,,,RL,660.0,,,,,,,,,,,,,,38.30819702,-122.3378034,,,Pavement,38.30818176,-122.3378143,Y,,,,C,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,614,,,,,,,,,,661.0,,,,,,,,,,,,,,38.30820985,-122.3378019,,,Curb/Sidewalk,38.30821228,-122.3377533,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,0.5,,,,,,,"Source: Napa 2014; Pull-apart, true RL.",615,,,,,,,,,RL,662.0,,,,,,,,,,,,,,38.30997866,-122.3386566,,,Pavement,38.31029129,-122.3387909,Y,,,,C,
,Morelan/Trexler,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,616,,,,,,,,,,663.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.30997866,-122.3386566,,,Pavement,38.3099823,-122.3386002,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Tectonic,,,,,,,0.4*,,,,,,,"Source: Napa 2014; Two open cracks in street, curb, and sidewalk. 4 mm right-lateral offset.",617,,,,,,,,,RL,664.0,,,,,,,,,,,,,,38.31001111,-122.338647,,,Curb/Sidewalk,38.30991364,-122.3385391,Y,,,,C,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Site name: mason - Measurement: None - Measurement azimuth: None - Feature azimuth: 10 - Displacement sense: RL; buckled asphalt and sidewalks.,618,,,,,,,,,RL,665.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.31002163,-122.3386058,,,Pavement,38.31001663,-122.3385925,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,619,,,,,,,,,,666.0,,,,,,,,,,,,,,38.31015895,-122.3387813,,,Pavement,38.31015396,-122.338768,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,620,,,,,,,,,,667.0,,,,,,,,,,,,,,38.31036876,-122.3388118,,,Pavement,38.31036377,-122.3387985,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Photo of pop-up in pavement between Scenic Dr. and Linda Mesa Way.,621,,,,,,,,,,668.0,,,,,,,,,,,,,,38.31051025,-122.3388394,,,Pavement,38.31050491,-122.338829,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,622,,,,,,,,,,669.0,,,,,,,,,,,,,,38.31069301,-122.338911,,,Curb/Sidewalk,38.31068802,-122.3388977,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,623,,,,,,,,,,670.0,,,,,,,,,,,,,,38.31073879,-122.3384608,,,Curb/Sidewalk,38.3107338,-122.3384476,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,2*,,,,,,,Source: Napa 2014; Compiler note: curb offset estimated from photograph.,624,,,,,,,,,RL,671.0,,,,,,,,,,,,,,38.31083323,-122.3390303,,,Curb/Sidewalk,38.31082916,-122.3389893,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Tectonic,,,,,,,2.5*,,,,,,,Source: Napa 2014; 2.5 cm right-lateral offset in curb.,625,,,,,,,,,RL,672.0,,,,,,,,,,,,,,38.31083479,-122.3390317,,,Curb/Sidewalk,38.31092453,-122.339035,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Linda Mesa - broad zone about 130 m wide. Extent of broader slip and possible step over.,626,,,,,,,,,,673.0,,,,,,,,,,,,,,38.31090905,-122.3390967,,,Pavement,38.31092072,-122.3391037,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,627,,,,,,,,,,674.0,,,,,,,,,,,,,,38.31159409,-122.3393716,,,Curb/Sidewalk,38.31163025,-122.3393784,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,628,,,,,,,,,,675.0,,,,,,,,,,,,,,38.31161768,-122.3393783,,,Pavement,38.31155396,-122.3393478,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Rupture zone in A/C pavement Westminster Way.,629,,,,,,,,,,676.0,,,,,,,,,,,,,,38.31165968,-122.3393612,,,Pavement,38.3117218,-122.3393478,Y,,,,C,
,Seitz/Rubin,2014:08:25,,,,Tectonic,,,,,,,6.9**,340**,,,,,,Source: Napa 2014; 5 cm right-lateral at north curb. 1.5 cm right-lateral offset at sidewalk. Street cracks not coincident with offsets. South curb has 2 right-lateral offsets 13.8m apart with total 6.5 cm.,630,,,,,,,,,RL,677.0,,,,,,,,,,,,,,38.31165968,-122.3393612,,,Curb/Sidewalk,38.31164932,-122.339386,Y,,,,C,
,Lienkaemper/Schwartz,2014:08:24,,,,Tectonic,,,,,,,4,,,,,,,"Source: Napa 2014; Westminster Wy.; ~4 cm curb offset, approx. orthogonal to fault.",631,,,,,,,,,RL,678.0,,,,,,,,,,,,,,38.31171498,-122.3394098,,,Curb/Sidewalk,38.31167603,-122.3394241,Y,,,,C,
